name,state,cz,tier,cuny,count,par_median,par_q1,par_q2,par_q3,par_q4,par_q5,par_top1,kid_median,kid_q1,kid_q2,kid_q3,kid_q4,kid_q5,kid_top1,kidq1_if_parq1,kidq2_if_parq1,kidq3_if_parq1,kidq4_if_parq1,kidq5_if_parq1,kidtop1_if_parq1
"Davis Applied Technology College","UT","Salt Lake City","Two-year (public and private not-for-profit)",0,321.6666667,78400,4.992733,14.53289,26.38659,33.66064,20.42715,.7730087,31000,14.52392,19.9677,21.1796,24.13347,20.19531,.117566,13.94243,35.15725,30.96571,11.62359,8.311017,0
"Dawson Community College","MT","Glendive","Two-year (public and private not-for-profit)",0,120.3333333,58000,16.63177,21.8741,29.7365,26.83828,4.919356,.1968468,31700,13.7945,19.61325,24.2786,20.61842,21.69523,1.899511,22.76562,27.16068,23.24002,21.15514,5.678535,1.563344
"Daytona State College","FL","Deltona","Nonselective four-year public",0,1856.333333,52400,20.34143,23.097,23.04464,20.15209,13.36485,.4529006,24400,17.29384,23.68925,24.73225,21.99992,12.28474,.1903235,18.98282,29.99269,24.77855,18.3781,7.867838,.0800414
"DePauw University","IN","Terre Haute","Selective private",0,523.3333333,117700,2.425099,8.068301,13.23788,21.29688,54.97185,5.515377,52900,8.349255,9.533483,11.73736,22.67218,47.70773,5.992024,4.800294,6.75525,17.86972,33.1488,37.42593,4.984039
"DeSales University","PA","Allentown","Selective private",0,281.5,98800,3.559491,8.723755,15.6024,30.08241,42.03195,.8440034,51100,5.415462,10.99775,16.06405,26.82561,40.69713,2.207916,6.619763,22.79186,15.08322,36.27303,19.23212,.2431542
"Dean College","MA","Boston","Nonselective four-year private not-for-profit",0,311,91400,9.397278,11.90835,16.12488,24.6841,37.8854,2.764144,29800,12.88251,19.21885,25.73851,23.25192,18.90822,.716442,9.372031,21.73744,35.2606,24.36623,9.263687,0
"Defiance College","OH","Defiance","Selective private",0,152.5,77900,5.106372,13.85504,23.08526,32.23584,25.71751,.27253,39900,6.627511,10.40841,22.00727,35.75048,25.20633,.142808,21.86718,10.8049,16.082,29.5741,21.67182,0
"Del Mar College","TX","Corpus Christi","Two-year (public and private not-for-profit)",0,1899.666667,52900,22.38044,22.23286,20.61929,21.60035,13.16706,.2461671,30100,15.11131,18.84357,23.07518,22.787,20.18294,.4321363,15.62021,22.50256,24.08237,21.38398,16.41089,.0112624
"Delaware County Community College","PA","Philadelphia","Two-year (public and private not-for-profit)",0,1660.333333,80800,8.787037,15.02973,20.7804,27.73018,27.67265,.6180519,32100,14.59666,18.66522,20.80266,25.26182,20.67364,.3476253,18.17428,22.28263,22.56473,22.36117,14.61718,.4294316
"Delaware Technical Community College - Owens Campus","DE","Dover","Two-year (public and private not-for-profit)",0,487.6666667,64600,13.99019,19.30951,24.59888,26.80795,15.29345,.3467565,30000,11.75377,18.2054,28.27002,26.43858,15.33222,.1065582,11.37388,24.28823,31.33998,24.4129,8.585012,0
"Delaware Technical Community College of Dover, DE","DE","Dover","Two-year (public and private not-for-profit)",0,308,69900,12.87324,17.9271,22.57725,30.53592,16.08648,.2134011,28900,12.01187,18.81867,27.07807,23.88184,18.20954,.0992919,12.84587,20.07164,34.44902,21.5706,11.06288,.0297122
"Delaware Technical Community College of Wilmington, DE","DE","Wilmington","Two-year (public and private not-for-profit)",0,1079.333333,82100,7.761604,15.54658,19.4838,28.4799,28.72811,.2879364,33400,12.74364,17.71803,22.97281,25.56506,21.00046,.1999673,13.78344,25.30807,25.93356,23.13597,11.83896,0
"Delaware Valley College Of Science & Agriculture","PA","Philadelphia","Selective private",0,316,90700,6.21125,11.50786,19.38724,28.87905,34.0146,1.217965,45100,7.574819,11.60751,16.44522,30.15061,34.22183,.5584377,7.772892,19.97072,15.89523,30.13792,26.22324,.0025071
"Delgado Community College","LA","New Orleans","Two-year (public and private not-for-profit)",0,2348.333333,43800,28.75058,22.72459,18.87333,18.16505,11.48645,.152172,25500,14.78965,23.39566,27.65515,21.00318,13.15636,.1591262,15.22955,29.12504,30.62021,17.55757,7.467618,.0920819
"Delta College","MI","Saginaw","Two-year (public and private not-for-profit)",0,2036.666667,75800,11.47963,14.60615,21.77068,29.0585,23.08505,.2970851,29200,13.48684,20.74286,24.51744,24.53333,16.71952,.1704904,16.88179,27.89931,25.39681,20.53331,9.288785,.0011012
"Delta State University","MS","Greenville","Selective public",0,399.5,71000,16.26143,17.736,17.43476,27.19464,21.37316,.1528903,37600,8.762533,13.13316,23.46266,31.30531,23.33633,.6986621,8.091952,14.48422,27.63926,35.97262,13.81194,.5920913
"Denison University","OH","Columbus","Highly selective private",0,499,149300,3.109768,5.835051,10.2516,16.27936,64.52422,9.393013,53700,7.307247,9.335679,12.50443,24.46112,46.39152,4.578363,8.268402,14.64503,29.31989,17.56558,30.2011,4.245736
"Depaul University","IL","Chicago","Selective private",0,1937.333333,99900,6.63764,11.34081,16.0607,21.5941,44.36675,4.628547,51300,10.65335,10.62266,12.3173,20.68694,45.71975,3.170993,11.04293,12.25463,15.30039,18.38447,43.01757,2.106471
"Des Moines Area Community College","IA","Des Moines","Two-year (public and private not-for-profit)",0,2491.666667,72600,8.464777,16.91483,25.4952,30.85266,18.27253,.3577526,32500,11.5186,18.61163,23.99921,29.33932,16.53124,.2138305,15.69671,28.16606,26.80243,20.32947,9.005334,.1509392
"Devry University, Devry Institute Of Technology And Denver Technical College","IL","Chicago","Four-year for-profit",0,7212,56300,17.62338,23.37058,22.81257,21.24019,14.95327,.2580784,40900,11.63134,13.12648,17.86832,24.57242,32.80143,.5415301,13.84748,17.58452,20.09729,24.20476,24.26596,.4468408
"Dickinson College","PA","Harrisburg","Highly selective private",0,541,136600,2.241042,5.380944,11.6953,20.05276,60.62996,10.373,55100,8.289669,8.431286,11.1492,23.28307,48.84678,3.908687,9.543649,12.31201,12.7253,11.43829,53.98075,7.460813
"Dickinson State University","ND","Dickinson","Selective public",0,343,57800,13.89713,23.0132,29.20544,24.90405,8.98019,.0968622,40700,8.436723,13.01553,17.41282,30.79809,30.33685,.7706635,9.044155,13.02399,16.73691,31.70692,29.48803,.0048389
"Digipen Institute Of Technology","WA","Seattle","Four-year for-profit",0,88.5,95200,4.31471,10.3852,18.49053,31.17294,35.63662,1.580328,76000,3.153876,11.32171,9.982098,12.9483,62.59402,5.843146,18.31979,22.56585,0,27.88609,31.22826,0
"Dillard University","LA","New Orleans","Selective private",0,414.1666667,42600,24.77298,28.73744,19.43483,16.48621,10.56853,.1589322,36700,7.949449,15.54436,23.06053,30.6322,22.81345,.2387126,9.316871,16.6125,28.63328,25.13911,20.29824,.1925473
"Dixie State University","UT","St. George","Nonselective four-year public",0,1364.666667,76900,8.881376,14.23612,24.00857,30.70236,22.17159,.8115957,27900,20.33853,19.33039,18.76412,20.52917,21.0378,.8183221,21.39832,24.82224,22.19941,15.0294,16.55063,.531782
"Doane College","NE","Lincoln","Selective private",0,263.3333333,76600,5.883504,14.70087,26.94544,28.11642,24.35378,1.144815,45100,6.232651,10.64021,16.47562,31.1565,35.49504,1.679244,10.85516,13.14072,17.53225,33.76848,24.70339,4.228211
"Dodge City Community College","KS","Dodge City","Two-year (public and private not-for-profit)",0,251,48000,16.4804,29.05844,25.79668,21.35207,7.312421,.0812582,29500,13.42385,19.60674,24.69691,25.86136,16.41116,.4317138,19.96417,21.68462,25.7682,25.91585,6.667143,.0346494
"Dominican College Of Blauvelt","NY","Newark","Selective private",0,140,88900,7.589707,14.15329,20.57179,23.09767,34.58755,.4300786,48900,8.552999,8.153471,17.19907,23.58417,42.51029,.5879453,17.40655,3.469143,23.43074,7.491671,48.2019,2.785412
"Dominican University","IL","Chicago","Selective private",0,200,87300,6.072709,13.05111,20.0121,26.9483,33.91579,1.490672,44300,10.36365,12.6105,16.6953,23.17983,37.15073,1.034302,18.32737,17.0961,22.54753,18.65177,23.37724,0
"Dominican University Of California","CA","San Francisco","Selective private",0,137.6666667,98100,6.071191,12.91158,16.03592,23.96456,41.01675,2.576067,45200,10.42172,11.56563,13.34023,24.90081,39.77161,2.383973,9.843185,15.28566,9.645443,12.54926,52.67645,4.025849
"Dordt College","IA","Sioux Center","Selective private",0,305.3333333,80500,3.758097,10.02315,29.77032,31.37326,25.07517,.9298151,35400,16.65431,14.94158,18.32162,22.10648,27.97601,1.030563,32.41883,22.49841,22.3456,13.62635,9.110813,0
"Dorsey School Of Business","MI","Detroit","Less than two-year schools of any type",0,108,43400,22.1669,28.94555,21.64336,19.09385,8.150332,.0765734,20600,14.47175,30.03009,36.25323,16.05835,3.186579,.0009806,7.662104,26.18891,49.36297,16.66824,.1177648,.0431435
"Douglas J Aveda Institute","MI","Lansing","Less than two-year schools of any type",0,77,93600,3.361862,13.35254,11.20635,37.48683,34.59241,.0505221,21400,15.83831,30.5317,32.55718,11.38271,9.690107,.3500849,20.10298,17.47609,13.64282,47.65593,1.122188,.4537366
"Dowling College","NY","New York","Selective private",0,275,71500,16.3362,16.31613,17.66484,20.12875,29.55408,.5812548,45800,11.9216,11.40388,14.85428,22.99195,38.82829,.9851434,17.88732,11.99052,14.8272,24.96875,30.32621,.7675872
"Drake University","IA","Des Moines","Selective private",0,658.3333333,109600,3.651639,7.296725,14.57247,25.9449,48.53426,2.550063,57200,7.536842,8.226898,10.63172,22.50607,51.09848,3.514973,6.584829,9.080634,13.33912,23.14342,47.85201,2.707372
"Drew University","NJ","Newark","Selective private",0,339.6666667,140400,4.080457,7.975889,9.964278,15.56521,62.41417,7.217558,55600,8.059012,9.841106,12.94723,19.1496,50.00305,4.611376,14.14411,7.779896,11.57048,9.996963,56.50855,2.4419
"Drury University","MO","Springfield","Selective private",0,526.3333333,74400,11.01984,17.31472,21.03246,21.99938,28.63361,1.893394,34000,13.02818,15.41561,23.85521,22.73515,24.96585,2.125856,16.58522,23.1174,31.96012,17.26473,11.07253,.0101105
"Duke University","NC","Raleigh","Ivy Plus",0,1500,196000,3.180375,5.162341,7.404794,12.5399,71.7126,19.21561,87500,8.323664,6.008929,6.107333,11.1304,68.42969,20.38358,17.20053,12.07593,9.265057,11.06732,50.39117,13.37084
"Dunwoody College Of Technology","MN","Minneapolis","Nonselective four-year private not-for-profit",0,336.6666667,89100,3.501863,12.72752,21.31071,32.42334,30.03657,1.020852,51600,6.071507,7.167819,14.45816,28.96338,43.33912,.26052,6.109365,14.27324,24.90456,13.85108,40.86175,.1760879
"Duquesne University Of The Holy Spirit","PA","Pittsburgh","Selective private",0,1116.333333,104000,4.152331,7.767685,15.54296,27.16697,45.37006,2.703747,56300,7.331316,8.02122,10.40441,23.44626,50.79679,2.476383,8.872571,12.02326,14.47465,23.28203,41.34748,.840871
"Durham Technical Community College","NC","Raleigh","Two-year (public and private not-for-profit)",0,507.3333333,59700,16.23496,23.59998,19.74835,20.45312,19.96358,.3811614,24500,16.0642,23.32925,29.47904,22.22583,8.901688,.2004487,16.11665,26.8276,35.76738,16.7935,4.494864,0
"Dutchess Community College","NY","Poughkeepsie","Two-year (public and private not-for-profit)",0,1283,82900,9.188527,13.67792,19.9291,28.33706,28.86739,.1558773,31900,15.80824,17.16677,21.30249,22.27968,23.44282,.385401,23.31956,17.46368,22.8972,19.33209,16.98747,0
"Dyersburg State Community College","TN","Dyersburg","Two-year (public and private not-for-profit)",0,466,55200,17.25175,23.17509,24.04542,25.96544,9.562313,.0931167,27300,14.75553,19.45567,30.97817,24.20067,10.60997,.1881494,16.3457,25.80768,34.38905,17.95808,5.499488,0
"ETI School Of Skilled Trades","IL","Chicago","Less than two-year schools of any type",0,138.5,63100,14.30809,21.37772,28.5429,26.30993,9.461374,.9770001,37400,13.64553,15.89534,16.14191,26.91574,27.40149,.1038352,15.34783,6.050827,23.27186,33.04445,22.28503,.1865474
"Earlham College","IN","Wayne","Selective private",0,249.5,99100,5.08099,9.232229,18.77869,23.14006,43.76803,2.855528,33300,14.43132,17.628,22.59245,26.25207,19.09616,.5072118,23.33512,28.92655,32.12524,10.8037,4.809398,0
"East Arkansas Community College","AR","West Memphis","Two-year (public and private not-for-profit)",0,213,36100,34.59686,27.75641,19.43083,10.55653,7.659364,.3812199,19700,16.92974,29.50153,27.85739,16.80618,8.905166,.0023453,18.43039,39.28555,26.64525,9.859818,5.778998,0
"East Carolina University","NC","Jacksonville","Selective public",0,2794.666667,96000,6.154244,11.0485,17.34363,26.07621,39.37741,1.248861,41200,9.271429,11.04706,18.29887,31.93899,29.44366,1.098966,13.2388,14.49517,25.76389,27.11308,19.38906,.7467453
"East Central College","MO","St. Louis","Two-year (public and private not-for-profit)",0,607,68000,10.3055,17.66806,28.10844,29.73179,14.18622,.3735606,30000,11.48048,18.6893,29.29434,26.13468,14.40121,.1184004,17.77805,22.08938,30.82516,17.94874,11.35868,0
"East Central Community College","MS","Meridian","Two-year (public and private not-for-profit)",0,484,41600,30.57335,25.59002,21.13072,16.76939,5.936538,.1092199,28000,11.84878,24.26426,27.59455,20.84184,15.45059,.6544043,14.03234,35.05478,26.6093,15.77409,8.52949,.3696523
"East Georgia State College","GA","Statesboro","Nonselective four-year public",0,349,57600,21.35473,21.47411,21.44305,20.93258,14.79554,.5521259,27400,12.94336,21.21593,28.70453,24.08414,13.05202,.2032853,13.50694,29.12222,30.11706,20.68542,6.568366,0
"East Mississippi Community College","MS","Meridian","Two-year (public and private not-for-profit)",0,861.3333333,44900,28.59604,21.84274,19.26756,18.4533,11.84036,.2064373,25200,14.46436,25.09728,26.34929,21.65617,12.4329,.2020433,14.1009,34.99881,28.67906,15.58087,6.640361,.1143952
"East Stroudsburg University Of Pennsylvania","PA","Scranton","Selective public",0,958.6666667,85700,6.731233,12.04759,21.29702,29.15272,30.77144,.5484639,43000,9.172366,11.67275,18.07934,30.25191,30.82365,.6178253,13.82148,11.7934,18.39864,30.70296,25.28351,.0664901
"East Tennessee State University","TN","Johnson City","Selective public",0,1442.333333,75600,10.34819,13.47515,23.97027,27.7606,24.4458,.5707977,33200,12.65405,16.32558,24.0805,26.4324,20.50749,.9438846,17.75593,20.34625,29.32512,18.08999,14.48271,.2190581
"East Texas Baptist University","TX","Longview","Selective private",0,270.3333333,72500,10.71303,16.10916,23.58433,27.10485,22.48863,.5765905,35900,13.57934,14.28828,19.63245,29.47239,23.02754,1.368626,14.42437,14.37106,22.96478,34.34098,13.89881,2.269339
"Eastern Arizona College","AZ","Safford","Two-year (public and private not-for-profit)",0,453.6666667,60900,14.34419,21.56829,29.39349,25.06344,9.6306,.1221367,23800,22.43815,19.79203,20.96827,18.66789,18.13367,.0890613,22.49557,20.61796,25.65569,15.20184,16.02894,.0358281
"Eastern College Of Health Vocations","AR","Little Rock","Less than two-year schools of any type",0,143,29300,41.11955,29.81983,13.57154,13.01457,2.474509,.0519535,17000,17.65075,36.72496,35.65955,7.838499,2.126247,.0282891,13.82339,41.55162,38.05024,5.429155,1.145598,.0345687
"Eastern Connecticut State University","CT","Bridgeport","Selective public",0,805.6666667,94900,4.388738,11.04418,17.66438,29.95706,36.94565,.5647891,45000,6.956795,10.83239,18.69728,30.45014,33.0634,1.007592,8.965289,19.84025,25.84955,25.0674,20.2775,.3187549
"Eastern Florida State College","FL","Palm Bay","Nonselective four-year public",0,1995.333333,65300,14.6599,18.64322,23.86123,26.17495,16.6607,.3429525,25700,17.02028,21.3989,26.37833,21.53621,13.66628,.2741741,20.98553,24.62819,27.42721,16.91676,10.04232,.2488726
"Eastern Gateway Community College","OH","Steubenville","Two-year (public and private not-for-profit)",0,267.5,58100,16.25328,18.93428,30.07023,28.55756,6.184654,.0854481,27100,14.9144,25.15375,23.3751,22.54147,14.01528,.0757075,23.2148,33.28828,22.87603,14.51064,6.110259,.0359006
"Eastern Idaho Technical College","ID","Pocatello","Two-year (public and private not-for-profit)",0,134.5,59900,15.43527,21.17949,28.37823,25.40225,9.604749,.0642237,27100,14.42758,22.34696,23.33702,22.56258,17.32585,.7413324,6.570757,34.15305,25.24555,19.65304,14.3776,2.46758
"Eastern Illinois University","IL","Charleston","Selective public",0,1667,100100,3.730486,7.984686,16.01192,32.11054,40.16238,.5102078,44800,8.546185,9.487561,16.75908,31.00736,34.19983,.9698358,9.701776,14.67198,21.45498,28.28139,25.88988,0
"Eastern Iowa Community College District","IA","Davenport","Two-year (public and private not-for-profit)",0,1237,75600,9.641356,14.28135,24.16693,31.49801,20.41236,.2465403,31400,10.97822,19.60088,25.45514,27.26848,16.69728,.2628889,16.76135,27.36893,27.61293,19.67318,8.583605,.0244165
"Eastern Kentucky University","KY","Richmond","Selective public",0,2071.666667,69700,14.08045,17.05103,22.15322,27.33555,19.37975,.3803395,33800,12.18339,15.96938,24.46003,29.23452,18.15268,.4014382,16.35799,21.51874,28.64431,22.67707,10.8019,.1208012
"Eastern Mennonite University","VA","Harrisonburg","Selective private",0,181.5,90700,5.222525,10.51246,22.76067,26.20338,35.30097,.747578,39600,7.684023,15.23424,20.09867,28.11007,28.87301,1.328957,15.68106,22.99912,22.53871,19.60929,19.17182,0
"Eastern Michigan University","MI","Detroit","Selective public",0,2855,98400,6.147207,10.18322,15.67274,27.33909,40.65775,.7516868,38500,11.101,12.95849,20.55871,30.49098,24.89082,.7417036,10.39934,20.94382,23.72945,25.91619,19.0112,.0166323
"Eastern Nazarene College","MA","Boston","Selective private",0,161,81600,7.543617,13.10871,21.53214,30.91074,26.90479,.6165456,34400,12.1372,19.20181,18.47551,27.4199,22.76557,1.221815,13.42037,19.1022,28.20269,21.64943,17.62532,0
"Eastern New Mexico University","NM","Clovis","Selective public",0,976,47200,22.38205,25.84606,23.19913,18.60587,9.966889,.1861632,27500,17.76414,19.20164,24.03201,23.03031,15.97191,.465943,22.74384,25.89588,24.563,17.23638,9.560893,.1555657
"Eastern Oklahoma State College","OK","Fort Smith","Two-year (public and private not-for-profit)",0,296.6666667,45500,23.35348,25.38471,24.8506,20.51218,5.899045,.3755324,30300,14.39528,19.16754,25.00324,22.98324,18.45071,.7991334,14.55342,25.03107,27.75388,21.35094,11.31069,.0158365
"Eastern Oregon University","OR","La Grande","Selective public",0,341,74600,10.5789,12.37062,24.28717,30.3102,22.45311,.3962217,37300,12.69879,13.23454,21.28762,29.11074,23.66831,.4408679,14.34622,18.41967,28.95182,19.84372,18.43856,.0178493
"Eastern Shore Community College","VA","Chincoteague","Two-year (public and private not-for-profit)",0,129.6666667,35800,37.02029,24.46441,20.12976,12.90753,5.478024,.0529221,24200,14.32836,25.02468,32.15574,20.34187,8.14936,.3013671,16.64015,26.21822,34.1758,16.04074,6.925083,0
"Eastern University","PA","Philadelphia","Selective private",0,340.6666667,93900,4.453207,10.36929,19.86717,28.00889,37.30146,2.208108,33300,15.49949,18.7509,18.08562,25.43279,22.23121,1.017995,8.504274,28.53071,22.72278,24.36643,15.87581,2.466684
"Eastern Washington University","WA","Spokane","Selective public",0,1135,85900,6.826498,11.43633,20.12991,32.3354,29.27188,.642022,41700,11.22413,12.31246,17.5376,28.50122,30.42461,.6378037,12.18535,16.39321,18.67943,24.57641,28.16559,.0339124
"Eastern Wyoming College","WY","Torrington","Two-year (public and private not-for-profit)",0,205,54500,18.12192,24.20689,28.06099,20.31632,9.293895,.0330853,27800,14.879,22.63542,21.20078,21.55638,19.72843,.4981455,17.37287,19.90808,27.87589,19.49132,15.35183,0
"Eckerd College","FL","Tampa","Selective private",0,332.6666667,113100,4.756094,11.06654,12.23168,21.24298,50.7027,5.307392,38800,11.42093,14.76976,18.44176,25.1321,30.23544,1.647492,18.328,17.92749,17.38953,22.21023,24.14475,.0958877
"Ecpi University And Skyline Colleges","VA","Virginia Beach","Four-year for-profit",0,766,53100,19.13151,24.35938,23.02108,22.00961,11.47843,.2958935,30600,12.70686,19.69085,26.09497,24.30086,17.20647,.1489075,17.04303,22.92886,27.25368,22.18305,10.59138,0
"Edgecombe Community College","NC","Wilson","Two-year (public and private not-for-profit)",0,255.6666667,32500,34.40536,29.25365,16.49587,14.01723,5.827894,.0045075,20800,14.90102,29.60341,30.84317,18.20563,6.446763,.001764,18.73984,37.25906,27.30379,12.51932,4.177987,.0051272
"Edgewood College","WI","Madison","Selective private",0,217.3333333,93300,5.907335,9.530976,16.07208,31.89688,36.59274,2.28953,40500,9.711955,14.06683,17.69801,31.15551,27.3677,1.113158,7.624162,21.37368,27.55532,22.5345,20.91234,.0385936
"Edinboro University Of Pennsylvania","PA","Erie","Selective public",0,1316.333333,74800,8.13047,15.16637,25.03995,32.27031,19.3929,.4274348,34600,10.70418,15.48288,25.65334,31.33264,16.82697,.2847212,14.34875,17.54964,30.54914,25.13718,12.41531,.3767681
